,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
69,-1.1423132,2,-0.5736275,11,-0.42005318,4,1,3,4,1,-0.14591825,-0.2166562,-0.035428904,39,0
70,1.6435221,4,-0.8526233,12,1.523415,6,15,1,4,0,-0.14591825,-0.2166562,-0.035428904,39,1
71,-0.5558216,4,-0.62890935,11,-0.42005318,2,14,5,4,0,0.555205,-0.2166562,-0.4403715,39,1
72,0.25060445,4,1.2563398,8,0.35733408,2,7,0,4,1,0.17999981,-0.2166562,-0.035428904,39,0
73,-0.5558216,4,1.8002812,15,-0.031359546,2,15,0,4,1,-0.14591825,-0.2166562,-0.035428904,39,1
74,-0.77575594,4,-1.438611,11,-0.42005318,4,8,1,2,0,-0.14591825,-0.2166562,0.61247927,39,0
75,-0.04264137,6,-1.1753898,8,0.35733408,0,15,4,4,0,-0.14591825,-0.2166562,-0.035428904,39,0
76,-0.5558216,4,0.048532777,11,-0.42005318,2,15,0,4,1,-0.14591825,-0.2166562,0.7744563,39,1
77,-1.435559,4,-0.20063828,1,-1.1974404,4,15,2,4,1,-0.14591825,-0.2166562,-0.84531415,39,0
78,0.9104076,4,0.8807736,9,1.1347214,2,15,0,4,1,-0.14591825,-0.2166562,-0.035428904,2,0
79,0.177293,2,-0.06209728,12,1.523415,2,10,5,1,0,-0.14591825,-0.2166562,-0.035428904,36,1
80,-1.2889361,4,-1.5155699,11,-0.42005318,4,15,1,4,0,-0.14591825,-0.2166562,0.7744563,39,0
81,-0.99569035,6,-0.71843094,8,0.35733408,2,15,5,4,0,-0.14591825,-0.2166562,0.36951372,39,0
82,-1.582182,4,-0.44005093,0,-1.5861341,4,15,3,4,1,-0.14591825,-0.2166562,-2.060142,39,0
83,-0.40919867,4,0.11567632,12,1.523415,2,10,0,4,1,-0.14591825,-0.2166562,0.36951372,39,0
84,-0.7024445,4,0.5104846,11,-0.42005318,2,15,0,4,1,-0.14591825,-0.2166562,0.7744563,39,1
85,-0.40919867,4,0.6279834,15,-0.031359546,4,1,4,4,0,-0.14591825,-0.2166562,-0.4403715,33,0
86,-0.8490674,4,-0.37663075,11,-0.42005318,4,15,1,4,1,-0.14591825,-0.2166562,-0.035428904,33,0
87,-0.62913305,4,0.581162,5,-2.3635213,4,15,1,4,1,-0.14591825,-0.2166562,-0.19740595,39,0
88,-0.77575594,4,-1.2159488,11,-0.42005318,2,3,0,4,1,-0.14591825,-0.2166562,0.36951372,39,0
89,-1.2156247,0,0.6271023,2,-0.8087468,4,0,1,4,1,-0.14591825,-0.2166562,0.61247927,39,0
90,-1.5088705,4,-0.18222995,1,-1.1974404,4,15,3,4,1,-0.14591825,-0.2166562,-1.6551993,39,0
91,0.32391593,4,-0.6880188,15,-0.031359546,2,15,0,4,1,-0.14591825,-0.2166562,0.36951372,39,1
92,0.32391593,4,0.5524931,11,-0.42005318,2,7,0,4,1,-0.14591825,-0.2166562,-0.035428904,39,0
93,-0.18926428,4,-0.0009887876,15,-0.031359546,5,15,2,2,0,-0.14591825,-0.2166562,-0.035428904,39,0
94,0.030670086,4,0.75487113,11,-0.42005318,2,5,0,4,1,-0.14591825,-0.2166562,0.36951372,39,0
95,0.6904732,4,-1.4521592,15,-0.031359546,2,15,0,4,1,-0.14591825,-0.2166562,-0.035428904,39,1
96,-0.40919867,4,-1.3216712,9,1.1347214,4,4,1,4,1,-0.14591825,-0.2166562,-0.035428904,39,0
97,-0.3358872,2,-1.5834903,11,-0.42005318,4,15,1,0,1,-0.14591825,-0.2166562,-0.035428904,39,0
98,0.030670086,2,-1.3839545,8,0.35733408,2,15,5,4,0,-0.14591825,-0.2166562,-0.27839446,39,0
99,-0.77575594,4,-0.340212,1,-1.1974404,2,3,0,4,1,-0.14591825,-0.2166562,-0.035428904,39,0
100,0.5438503,4,2.0419772,11,-0.42005318,2,4,0,4,1,-0.14591825,-0.2166562,-0.035428904,39,0
101,-1.3622476,4,-0.5345938,15,-0.031359546,4,1,3,1,0,-0.14591825,-0.2166562,-0.035428904,40,0
102,-1.435559,4,-0.3897146,11,-0.42005318,4,15,3,4,0,-0.14591825,-0.2166562,-0.035428904,39,0
103,0.83709615,4,-0.16983771,9,1.1347214,5,15,3,3,0,-0.14591825,-0.2166562,-0.035428904,39,0
104,-0.8490674,4,0.13261616,11,-0.42005318,2,15,0,4,1,-0.14591825,-0.2166562,0.7744563,39,0
105,1.6435221,5,-0.39034936,11,-0.42005318,2,15,0,4,1,-0.14591825,-0.2166562,1.1793989,39,1
106,-0.3358872,5,-1.2068441,9,1.1347214,4,10,1,4,0,-0.14591825,-0.2166562,1.7463186,39,1
107,-0.5558216,4,2.0245352,15,-0.031359546,5,8,4,4,0,-0.14591825,-0.2166562,0.7744563,26,0
108,-1.582182,4,-0.54137737,1,-1.1974404,4,15,3,4,0,-0.14591825,-0.2166562,-2.060142,39,0
109,-1.1423132,2,0.60965085,9,1.1347214,4,15,2,4,0,-0.14591825,-0.2166562,0.7744563,39,0
110,-1.2889361,4,-0.24546066,0,-1.5861341,2,15,0,4,1,0.3832416,-0.2166562,-0.035428904,39,0
111,0.83709615,6,-0.6156834,15,-0.031359546,2,15,0,4,1,-0.14591825,-0.2166562,1.1793989,39,0
112,-0.48251012,4,-0.56347114,11,-0.42005318,2,15,0,4,1,-0.14591825,3.4685712,0.61247927,39,0
113,-0.11595283,4,-0.68590605,12,1.523415,2,10,0,4,1,-0.14591825,-0.2166562,0.36951372,39,0
114,0.76378465,6,0.5666191,1,-1.1974404,2,4,0,4,1,-0.14591825,-0.2166562,1.9892842,39,0
115,1.2769649,5,-0.865565,14,1.9121085,2,10,0,4,1,13.394372,-0.2166562,-0.035428904,39,1
116,-0.3358872,4,0.18007235,7,0.7460277,0,15,1,4,1,-0.14591825,-0.2166562,0.7744563,39,1
117,1.0570306,4,-0.4487672,8,0.35733408,0,15,4,4,0,-0.14591825,-0.2166562,-0.035428904,39,0
118,2.3766367,0,0.5730426,15,-0.031359546,2,15,0,4,1,0.31878918,-0.2166562,-0.84531415,39,0
119,-0.18926428,4,0.09633952,15,-0.031359546,0,15,3,4,0,-0.14591825,-0.2166562,-0.84531415,39,0
120,-0.62913305,4,2.2381685,1,-1.1974404,4,8,3,4,0,-0.14591825,-0.2166562,-1.7361878,39,0
121,0.5438503,4,-1.2317517,15,-0.031359546,0,12,1,4,1,-0.14591825,-0.2166562,0.7744563,39,0
122,-0.8490674,4,-0.623348,7,0.7460277,4,8,1,1,0,-0.14591825,-0.2166562,-0.4403715,30,0
123,-0.5558216,4,-0.19774866,9,1.1347214,0,4,1,4,0,-0.14591825,-0.2166562,0.7744563,39,1
124,0.98371905,4,0.38090613,14,1.9121085,2,10,5,4,0,0.27424118,-0.2166562,-0.84531415,39,1
125,-0.62913305,0,1.0307784,11,-0.42005318,4,15,3,4,1,-0.14591825,-0.2166562,-0.84531415,39,0
126,0.83709615,2,-0.4226658,12,1.523415,2,10,0,4,1,0.842262,-0.2166562,-0.035428904,39,1
127,0.61716175,4,-0.7135896,10,2.3008022,2,15,0,4,1,-0.14591825,-0.2166562,0.7744563,39,1
128,-1.5088705,4,-0.06389738,15,-0.031359546,4,15,3,2,1,-0.14591825,-0.2166562,-0.4403715,39,0
129,-1.3622476,4,-0.47159997,15,-0.031359546,4,15,3,4,1,-0.14591825,-0.2166562,-0.035428904,39,0
130,-0.62913305,4,-0.81218743,11,-0.42005318,4,15,1,4,1,-0.14591825,4.1038694,0.12654814,39,0
131,0.030670086,4,0.75740075,9,1.1347214,2,15,0,4,1,-0.14591825,-0.2166562,2.3942268,39,0
132,0.5438503,4,-0.6929738,9,1.1347214,5,15,4,2,0,-0.14591825,-0.2166562,-0.359383,39,0
133,-0.5558216,4,0.25626376,11,-0.42005318,5,8,4,2,0,-0.14591825,-0.2166562,-0.035428904,39,0
134,0.25060445,7,0.28331256,12,1.523415,0,15,1,4,1,-0.14591825,-0.2166562,0.36951372,39,0
135,0.76378465,2,-0.030690357,12,1.523415,2,15,0,4,1,-0.14591825,-0.2166562,-0.035428904,39,1
136,0.47053882,6,0.13857543,8,0.35733408,2,15,0,4,1,-0.14591825,-0.2166562,-1.6551993,39,0
137,-0.62913305,4,-0.25775814,9,1.1347214,4,4,1,4,1,-0.14591825,-0.2166562,2.3942268,39,1
138,-1.435559,4,0.8709204,15,-0.031359546,4,15,1,4,1,-0.14591825,-0.2166562,-0.4403715,39,0
139,0.030670086,6,-1.4722918,11,-0.42005318,2,15,0,4,1,-0.14591825,-0.2166562,0.7744563,39,0
140,0.32391593,4,-0.4397004,11,-0.42005318,0,15,1,2,1,-0.14591825,-0.2166562,-0.035428904,39,0
141,-0.40919867,4,-0.07964347,12,1.523415,2,4,5,4,0,-0.14591825,-0.2166562,0.7744563,39,1
142,-0.5558216,4,1.8246298,1,-1.1974404,2,3,0,4,1,-0.14591825,-0.2166562,-0.035428904,39,0
143,-1.2156247,4,-0.047582828,15,-0.031359546,4,12,3,4,0,-0.14591825,-0.2166562,-0.84531415,39,0
144,0.32391593,4,0.48058403,11,-0.42005318,2,6,0,4,1,-0.14591825,-0.2166562,-0.035428904,39,0
145,0.61716175,4,-0.2636511,9,1.1347214,0,15,1,4,0,-0.14591825,-0.2166562,-1.2502568,11,0
146,-0.7024445,4,-0.22329105,15,-0.031359546,0,13,1,4,1,-0.14591825,-0.2166562,1.1793989,39,0
147,0.39722738,4,-0.14483534,11,-0.42005318,6,15,4,2,0,-0.14591825,-0.2166562,-0.84531415,39,0
148,-0.9223789,4,-0.6366971,9,1.1347214,4,4,4,1,1,-0.14591825,-0.2166562,1.5843415,40,0
149,-0.9223789,4,-0.285887,7,0.7460277,4,15,4,4,0,-0.14591825,-0.2166562,-0.6833371,39,0
150,-0.77575594,0,-0.38022146,15,-0.031359546,0,15,3,4,0,-0.14591825,-0.2166562,-1.6551993,0,0
151,-0.04264137,2,0.20097241,9,1.1347214,2,15,0,4,1,-0.14591825,4.101388,-0.035428904,39,0
152,0.10398155,4,-0.70693874,11,-0.42005318,2,15,0,4,1,-0.14591825,-0.2166562,-0.84531415,39,0
153,0.10398155,2,-0.09662121,11,-0.42005318,2,15,5,4,0,-0.14591825,-0.2166562,-0.035428904,39,0
154,-0.48251012,4,-0.57563597,11,-0.42005318,2,4,0,4,1,-0.14591825,-0.2166562,-0.035428904,39,0
155,0.9104076,4,-0.15620436,11,-0.42005318,0,8,1,4,0,-0.14591825,-0.2166562,-0.035428904,39,0
156,-0.11595283,4,-0.9730212,11,-0.42005318,4,7,3,4,1,-0.14591825,-0.2166562,-0.035428904,39,0
157,-0.9223789,7,0.1279075,14,1.9121085,4,15,1,1,1,0.18758245,-0.2166562,0.7744563,19,0
158,-1.5088705,4,0.024923109,15,-0.031359546,4,12,3,4,0,-0.14591825,-0.2166562,-1.6551993,39,0
159,-0.8490674,4,-0.2831016,11,-0.42005318,4,4,1,2,0,-0.14591825,-0.2166562,-0.27839446,39,0
160,-1.2889361,4,-0.6209037,7,0.7460277,4,15,3,4,0,-0.14591825,-0.2166562,-0.035428904,39,0
161,-0.3358872,6,0.42805916,9,1.1347214,2,15,0,2,1,-0.14591825,4.466188,0.61247927,39,1
162,-0.62913305,4,-0.81607187,1,-1.1974404,2,15,0,4,1,-0.14591825,-0.2166562,-0.035428904,39,0
163,-1.435559,4,0.35182038,15,-0.031359546,4,15,3,4,0,-0.14591825,-0.2166562,-1.6551993,39,0
164,-1.2889361,4,-0.26101726,15,-0.031359546,4,1,3,4,1,-0.14591825,-0.2166562,-0.035428904,39,0
165,1.0570306,2,-0.75100315,11,-0.42005318,2,4,5,4,0,-0.14591825,-0.2166562,0.7744563,39,1
166,1.5702107,4,-0.14986613,9,1.1347214,0,15,1,4,0,-0.14591825,-0.2166562,0.12654814,39,0
167,-1.582182,2,-0.13445163,1,-1.1974404,4,15,3,4,1,-0.14591825,-0.2166562,-0.84531415,39,0
168,0.10398155,4,0.3304561,9,1.1347214,2,15,0,4,1,-0.14591825,-0.2166562,0.36951372,39,1
169,0.61716175,1,-1.2733434,11,-0.42005318,4,15,3,2,1,-0.14591825,-0.2166562,-0.035428904,39,0
170,0.32391593,4,-1.0914011,11,-0.42005318,2,3,0,4,1,-0.14591825,-0.2166562,0.61247927,39,1
171,0.32391593,4,1.4360934,8,0.35733408,2,12,0,4,1,-0.14591825,-0.2166562,-0.035428904,39,1
172,-0.5558216,6,1.7041181,7,0.7460277,2,15,1,4,1,-0.14591825,-0.2166562,0.7744563,39,1
173,0.10398155,4,-0.74572605,9,1.1347214,2,15,0,4,1,-0.14591825,-0.2166562,3.204112,39,1
174,-0.18926428,4,0.7879266,8,0.35733408,2,4,0,4,1,-0.14591825,-0.2166562,1.5843415,39,1
175,-0.8490674,2,0.33645326,7,0.7460277,4,15,1,4,0,-0.14591825,-0.2166562,-0.035428904,39,0
176,-1.1423132,4,0.5033979,15,-0.031359546,4,15,3,4,0,0.48371157,-0.2166562,-0.035428904,39,0
177,-0.18926428,4,1.0190114,9,1.1347214,4,12,1,1,0,-0.14591825,-0.2166562,0.7744563,3,0
178,0.98371905,7,-0.8100273,15,-0.031359546,2,15,0,4,1,-0.14591825,-0.2166562,0.7744563,39,0
179,-0.11595283,4,-0.6696389,9,1.1347214,2,10,0,4,1,-0.14591825,-0.2166562,0.7744563,39,1
180,0.10398155,4,1.5836633,7,0.7460277,0,4,1,4,1,-0.14591825,-0.2166562,-0.035428904,39,1
181,0.76378465,5,0.111033976,11,-0.42005318,2,15,0,4,1,-0.14591825,-0.2166562,-0.035428904,39,0
182,1.2769649,4,2.349111,6,-1.9748276,2,15,0,4,1,-0.14591825,-0.2166562,-0.035428904,39,0
183,-0.40919867,4,-1.2702928,11,-0.42005318,2,15,0,4,1,0.3832416,-0.2166562,-0.035428904,39,0
184,0.47053882,4,1.4219296,9,1.1347214,0,15,1,4,1,1.020454,-0.2166562,0.61247927,39,1
185,-1.3622476,4,0.2847621,15,-0.031359546,4,6,1,4,1,-0.14591825,-0.2166562,-0.84531415,39,0
186,2.1567023,4,0.31935236,11,-0.42005318,6,15,4,4,0,-0.14591825,-0.2166562,-2.70805,9,0
187,-0.77575594,4,-1.1685873,0,-1.5861341,4,8,4,4,0,-0.14591825,-0.2166562,-2.060142,39,0
188,-0.62913305,4,-1.4248451,15,-0.031359546,2,15,0,2,1,-0.14591825,-0.2166562,4.7428937,39,0
189,-0.9223789,4,-0.3762802,11,-0.42005318,2,15,0,4,1,-0.14591825,-0.2166562,0.7744563,39,0
190,-1.582182,4,0.7437011,2,-0.8087468,4,15,3,4,1,-0.14591825,-0.2166562,-2.3031075,39,0
191,0.39722738,5,-0.6584688,9,1.1347214,2,4,0,4,1,13.394372,-0.2166562,0.36951372,39,1
192,2.083391,2,0.13590372,9,1.1347214,2,15,0,4,1,-0.14591825,-0.2166562,-2.4650846,39,0
193,-0.11595283,4,-0.16302577,11,-0.42005318,0,7,1,4,1,-0.14591825,-0.2166562,-0.035428904,39,0
194,1.2769649,4,-0.06933556,11,-0.42005318,2,6,0,4,1,-0.14591825,-0.2166562,-0.035428904,39,1
195,-1.2156247,4,0.6065433,9,1.1347214,2,7,0,4,1,-0.14591825,-0.2166562,0.36951372,0,0
196,-0.77575594,4,0.0070737437,9,1.1347214,2,4,0,4,1,-0.14591825,-0.2166562,0.45050222,39,1
197,-0.04264137,4,0.045093648,8,0.35733408,2,15,0,4,1,-0.14591825,-0.2166562,0.61247927,39,1
198,-1.3622476,4,-1.5804112,15,-0.031359546,4,8,3,4,1,-0.14591825,-0.2166562,-2.3031075,2,0
199,-1.3622476,0,0.25376257,1,-1.1974404,4,15,2,4,1,-0.14591825,-0.2166562,-0.035428904,39,0
200,-1.0690018,4,0.31335518,15,-0.031359546,4,15,4,4,1,-0.14591825,-0.2166562,0.7744563,39,0
201,0.25060445,7,-1.4262378,12,1.523415,4,15,1,4,1,-0.14591825,-0.2166562,2.3942268,39,0
202,-1.2156247,0,-1.5804112,15,-0.031359546,2,15,0,4,1,-0.14591825,-0.2166562,-2.7890387,39,0
203,-1.1423132,4,-0.55777717,9,1.1347214,4,12,3,4,0,-0.14591825,-0.2166562,-0.035428904,39,0
204,1.5702107,0,-0.14879555,11,-0.42005318,2,15,0,4,1,-0.14591825,-0.2166562,-0.035428904,39,0
205,1.5702107,4,-0.96374595,0,-1.5861341,2,14,0,4,1,-0.14591825,-0.2166562,-0.035428904,39,0
206,-0.26257575,4,0.008997004,11,-0.42005318,0,10,4,4,0,-0.14591825,-0.2166562,-0.035428904,39,0
207,0.47053882,4,-0.20597225,9,1.1347214,0,12,1,4,1,-0.14591825,-0.2166562,1.5843415,39,1
208,-1.3622476,4,0.18335043,15,-0.031359546,4,7,3,4,1,-0.14591825,-0.2166562,-0.035428904,39,0
209,0.177293,4,-0.0447311,8,0.35733408,4,15,1,4,0,-0.14591825,-0.2166562,-0.035428904,0,0
210,-0.04264137,4,-0.099141344,11,-0.42005318,2,15,0,4,1,-0.14591825,-0.2166562,-0.035428904,39,0
211,-0.40919867,4,-0.42472172,11,-0.42005318,4,6,1,4,1,-0.14591825,-0.2166562,-0.035428904,39,0
212,-0.48251012,4,0.12480944,11,-0.42005318,2,15,0,4,1,-0.14591825,-0.2166562,-0.035428904,39,0
213,-0.26257575,4,-0.33508644,11,-0.42005318,4,15,1,4,1,-0.14591825,-0.2166562,-0.035428904,39,0
214,-0.62913305,4,0.03334566,11,-0.42005318,2,14,0,4,1,-0.14591825,-0.2166562,0.36951372,39,0
215,-1.2156247,4,2.0791254,2,-0.8087468,4,15,2,4,1,-0.14591825,-0.2166562,-0.035428904,39,0
216,0.76378465,4,0.033989903,12,1.523415,2,4,0,4,1,-0.14591825,-0.2166562,1.9892842,39,1
217,-0.5558216,4,0.44358733,9,1.1347214,2,4,0,4,1,-0.14591825,-0.2166562,0.36951372,39,1
218,-1.1423132,4,-0.061121438,11,-0.42005318,4,15,3,2,0,-0.14591825,3.7390692,-1.6551993,39,0
219,0.030670086,4,0.016330022,8,0.35733408,2,15,0,4,1,-0.14591825,-0.2166562,-0.035428904,39,0
220,-0.26257575,4,0.2005366,11,-0.42005318,2,15,0,4,1,-0.14591825,-0.2166562,0.7744563,39,0
221,-0.7024445,4,0.14290513,7,0.7460277,0,15,1,4,0,-0.14591825,-0.2166562,-0.359383,39,0
222,-0.48251012,5,0.18865597,9,1.1347214,2,15,0,4,1,-0.14591825,-0.2166562,0.7744563,2,0
223,-0.11595283,4,0.13310882,6,-1.9748276,2,15,0,4,1,-0.14591825,-0.2166562,1.9892842,39,0
224,0.030670086,4,0.4416167,11,-0.42005318,2,14,0,4,1,-0.14591825,-0.2166562,0.7744563,39,1
225,1.0570306,4,0.666297,11,-0.42005318,6,15,1,4,0,-0.14591825,-0.2166562,-0.84531415,39,0
226,-0.11595283,4,0.10038499,9,1.1347214,2,15,0,4,1,-0.14591825,4.5034127,-0.035428904,39,1
227,-0.18926428,1,0.46703595,7,0.7460277,2,15,0,4,1,-0.14591825,-0.2166562,-0.035428904,39,0
228,-0.5558216,7,0.6937153,8,0.35733408,2,11,0,4,1,-0.14591825,-0.2166562,-0.19740595,39,0
229,0.6904732,5,0.22133243,15,-0.031359546,2,15,0,4,1,-0.14591825,-0.2166562,-0.035428904,39,1
230,1.3502764,4,-1.4580237,11,-0.42005318,0,8,1,4,0,-0.14591825,-0.2166562,-0.035428904,39,0
